Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Numer telefonu,Identyfikator kontraktu,Uprawnienia do nadzoru,
28335,KRYSTYNA,ŻUREK,5641366612, 2833, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28336,WOJCIECH,PASTERNAK,90101765259, 2833, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28337,ŁUCJA,SZULC,828740495, 2833, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28338,DOMINIK,POLESKI,79121371839, 2833, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28339,ALEKANDRA,SZWAJCER,8891755594, 2833, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28340,DOROTA,MILLER,8971898743, 2833, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28341,TYMON,LITWINIUK,5972137530, 2834, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28342,MARIUSZ,PODOLSKI,6692115489, 2834, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28343,MARTYNA,CZECH,683146005, 2834, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28344,PRZEMYSLAW,DOBRUCKI,6821710103, 2834, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28345,WOJCIECH,TATARCZYK,55112622665, 2834, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28346,JANUSZ,NORWECKI,7012484063, 2834, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28347,DONALD,WIECZOREK,591770578, 2834, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28348,JANUSZ,TOPOLSKI,6232970288, 2834, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28349,TOMASZ,ŻUREK,5962633502, 2834, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28350,BRAJAN,NIEDZIELSKI,7891181030, 2834, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28351,MATEUSZ,PRUS,685686074, 2835, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28352,TYTUS,TATARCZAK,592649615, 2835, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28353,MARTYNA,SZULC,5972285430, 2835, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28354,JACEK,POLESZCZUK,8012937360, 2835, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28355,JANUSZ,NIEMCZYK,7361225409, 2835, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28356,ANETA,NIEMIEC,78111538211, 2835, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28357,TYTUS,GAL,8662240055, 2835, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28358,MATEUSZ,RUMUŃSKI,8541873635, 2835, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28359,WERONIKA,KRUPA,6371679860, 2835, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28360,WALDEMAR,UKRAIŃSKI,8311423927, 2835, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28361,MARTYNA,MAZUREK,6692592445, 2836, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28362,OLIWIA,PODOLSKI,8542585088, 2836, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28363,PATRYK,WIŚNIEWSKI,58113082283, 2836, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28364,DANUTA,DUDA,6622250550, 2836, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28365,DANUTA,KALINOWSKI,57101784306, 2836, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28366,JADWIGA,SZWAB,6311188082, 2836, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28367,TOMASZ,ARAB,609625979, 2836, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28368,JOLANTA,KWIECIEŃ,6612474099, 2836, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28369,ROZALIA,WĘGRZYN,79122081782, 2836, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28370,DAMIAN,KASZUBA,6871726135, 2836, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28371,KAROL,CHORWAT,8411745941, 2837, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28372,DAWID,SZWEDOWSKI,859155180, 2837, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28373,ŁUKASZ,TUREK,6262549988, 2837, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28374,KAMILA,KURLAND,794269879, 2837, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28375,TYMON,KOWALSKI,8492676585, 2837, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28376,PRZEMYSLAW,CICHOCKI,7362219830, 2837, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28377,KATARZYNA,SZWEDZIAK,9041576468, 2837, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28378,MATEUSZ,DUDEK,846262211, 2837, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28379,KAROL,ŚLĄZAK,584947222, 2837, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28380,ALEKANDRA,SZULC,7382838317, 2837, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28381,TYTUS,PODOLEC,9012878296, 2838, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28382,PIOTR,KURLAND,639572402, 2838, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28383,JAKUB,WOŁOSZEK,611828371, 2838, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28384,KRZYSZTOF,ŚLĄZAK,577932870, 2838, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28385,ANETA,CIEŚLAK,665970094, 2838, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28386,KAMILA,SWAT,8142136124, 2838, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28387,JAKUB,STAWECKI,8561463156, 2838, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28388,MARTA,GOROL,776328361, 2838, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28389,ŁUKASZ,ŻUREK,5562313904, 2838, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28390,PATRYCJA,MICIUN,6012287223, 2838, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28391,MACIEJ,SZULC,88102443072, 2839, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28392,MARTA,FOGIEL,6442277913, 2839, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28393,KAROL,SZWAJCER,8951615024, 2839, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28394,KRYSTYNA,SZWAJCER,8613000782, 2839, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28395,JADWIGA,ŻMUDZIN,5571793251, 2839, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28396,KAROLINA,LAMPARSKA,5712165185, 2839, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28397,JAN,KURLANDA,8091550069, 2839, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28398,BARTOSZ,ŚLĄZAK,7561169956, 2839, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28399,JANUSZ,NIEWIADOMSKI,6871831969, 2839, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28400,MICHAŁ,PRUŚ,657523761, 2839, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28401,JANUSZ,LEWANDOWSKI,6812984971, 2840, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28402,DONALD,ARABOWICZ,8383034330, 2840, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28403,ALICJA,ZIĘBA,7391257500, 2840, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28404,BENEDYKT,CICHOCKI,81102914723, 2840, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28405,JAN,WĘGIERSKI,63112750596, 2840, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28406,BARTOSZ,SKIBA,82122656545, 2840, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28407,MACIEJ,MORAW,8173120983, 2840, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28408,PIOTR,SZKOT,6292086597, 2840, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28409,OLIWIER,GALICKI,61122105509, 2840, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28410,MICHAŁ,WOŁOCH,653661227, 2840, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28411,DAMIAN,GALOCH,8281586076, 2841, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28412,LAURA,GAL,88101849193, 2841, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28413,BARBARA,POMORSKI,85121272012, 2841, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28414,PRZEMYSLAW,WYSOCKI,6432622811, 2841, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28415,PRZEMYSLAW,KURLANDCZYK,55112519125, 2841, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28416,ALEKSANDER,WOŁYNIAK,56121668417, 2841, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28417,DONALD,POLESZAK,5582515294, 2841, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28418,LAURA,RUMUN,9071195234, 2841, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28419,LAURA,KUMAN,7322639153, 2841, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28420,ŁUKASZ,OLĘDER,747742985, 2841, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28421,DAWID,UKRAINIEC,668938038, 2842, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28422,IZABELA,SZLĄZAK,5611316944, 2842, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28423,KAMILA,DUŃCZYK,9042800372, 2842, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28424,BARBARA,PODGÓRSKI,85122376688, 2842, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28425,ROZALIA,PETERSBURSKI,6183154770, 2842, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28426,KAMILA,SZULC,6772207239, 2842, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28427,DOMINIK,SWAT,601438020, 2842, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28428,BRAJAN,TATAREK,8822302691, 2842, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28429,JANUSZ,ARAB,689907885, 2842, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28430,DOROTA,CIEŚLAK,7542183405, 2842, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28431,MARTA,SZULC,731669699, 2843, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28432,PATRYCJA,DUDEK,662265317, 2843, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28433,BARTOSZ,TATARCZYK,5661293048, 2843, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28434,MARIUSZ,WYRZYKOWSKI,67112495564, 2843, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28435,ALICJA,POLESIAK,82122957895, 2843, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28436,TOMASZ,WESOŁOWSKI,89102049512, 2843, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28437,MICHAŁ,TATAR,6312282730, 2843, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28438,BRAJAN,BRANDENBURGER,77101828932, 2843, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28439,WALDEMAR,SŁOWAK,7632941085, 2843, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28440,BRAJAN,TOWAREK,646197516, 2843, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28441,BRAJAN,FOGIEL,7071490304, 2844, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28442,KRZYSZTOF,WĘGRZYN,57121036994, 2844, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28443,OLIWIER,POLESZUK,5542393983, 2844, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28444,OLIWIA,POLOK,9052497893, 2844, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28445,DAWID,PRUŚ,88101984175, 2844, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28446,PIOTR,BRANDENBURGER,9053077532, 2844, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28447,LAURA,MILLER,8951417248, 2844, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28448,GERARD,SŁOWACKI,566870229, 2844, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28449,PATRYCJA,ŻOCHOWSKI,90103053919, 2844, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28450,TYTUS,WIŚNIEWSKI,7711609985, 2844, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28451,LEONARD,KURLAND,896334700, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28452,MARTYNA,KĘDZIERSKI,8462925911, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28453,KAROLINA,SLEZAK,799311047, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28454,ALEKSANDER,DĄBROWSKI,876191074, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28455,KRYSTYNA,PETERSBURSKI,6611735630, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28456,KRZYSZTOF,ŁOTYSZ,8231588065, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28457,JADWIGA,CZARNECKI,635537306, 2845, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28458,MARTYNA,WOŁOCH,5911397750, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28459,PRZEMYSLAW,KURLANDCZYK,6431759437, 2845, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28460,ALEKSANDER,KWIATKOWSKI,6321249236, 2845, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28461,BENEDYKT,CYGAN,8891964705, 2846, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28462,WERONIKA,CZECH,8982343754, 2846, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28463,JAN,SASIN,759688794, 2846, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28464,MARTYNA,DUDEK,697205882, 2846, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28465,LEONARD,KRAJEWSKI,7632462574, 2846, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28466,JAN,FRANCUZ,673409058, 2846, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28467,DOMINIKA,LITWINIUK,7852734366, 2846, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28468,ANETA,PODOLEC,665285916, 2846, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28469,PAWEL,RUSEK,6562135190, 2846, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28470,PRZEMYSLAW,ŻYDEK,68122101569, 2846, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28471,JOLANTA,MADZIARA,751831102, 2847, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28472,TOMASZ,PRUSEK,65112035070, 2847, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28473,JADWIGA,MAŁECKI,7142729539, 2847, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28474,KRZYSZTOF,WYSOCKI,71112422536, 2847, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28475,PRZEMYSLAW,SZWAJCER,7551682017, 2847, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28476,PATRYK,MORAWSKI,6041253910, 2847, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28477,IZABELA,LITWINIUK,74101933497, 2847, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28478,WOJCIECH,AUSTRIJAK,835300252, 2847, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28479,WOJCIECH,WIŚNIEWSKI,706528456, 2847, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28480,PAWEL,GÓRSKI,682733669, 2847, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28481,DOMINIKA,TATARCZUK,79112732427, 2848, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28482,ALEKANDRA,KWIATKOWSKI,5892218910, 2848, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28483,KRZYSZTOF,RUSIN,8352152011, 2848, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28484,KAMILA,ARAB,841294738, 2848, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28485,DOROTA,UKRAINIEC,58122456369, 2848, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28486,KAROL,KAŁUŻA,73102125608, 2848, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28487,BENEDYKT,CIEŚLAK,5853191648, 2848, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28488,TYMON,GAL,56112384959, 2848, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28489,ŁUCJA,RYBICKI,7772805642, 2848, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28490,ROZALIA,ARAB,78112547709, 2848, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28491,BRAJAN,POLOK,6722804904, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28492,BARBARA,SŁOWIAK,901105898, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28493,MARTYNA,WĘGIER,7262143912, 2849, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28494,MARIUSZ,POLESZCZUK,736566333, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28495,BARBARA,CYGAN,7211255183, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28496,KRZYSZTOF,MAZURKIEWICZ,721165475, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28497,DANUTA,PODOLAK,67122773010, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28498,OLIWIER,MILLER,6482565816, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28499,PATRYCJA,SZWEDOWSKI,6811786366, 2849, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28500,JAN,GREC,753474614, 2849, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28501,DANUTA,SŁOWAKIEWICZ,55102531845, 2850, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28502,JAROSŁAW,ŻMIJEWSKI,7851431882, 2850, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28503,BRAJAN,ŻUREK,8641873552, 2850, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28504,JOLANTA,KOMAN,6882718917, 2850, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28505,DAWID,PRUSAK,7582727159, 2850, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28506,IZABELA,MACEDOŃSKI,647798249, 2850, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28507,LECH,DOBRUCKI,6811675212, 2850, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28508,PATRYK,DUŃCZYK,7471317033, 2850, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28509,TYMON,RUSEK,7492038691, 2850, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28510,KATARZYNA,NIEDZIELSKI,8142971415, 2850, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28511,BARBARA,SAS,7322026478, 2851, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28512,KAMIL,PODOLAK,896853417, 2851, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28513,KRZYSZTOF,WYSOCKI,859653184, 2851, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28514,KAMILA,NORWECKI,7792129350, 2851, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28515,PRZEMYSLAW,NIEMCZYK,8742724179, 2851, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28516,JAROSŁAW,SWAT,7673149696, 2851, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28517,PRZEMYSLAW,AUSTRIJAK,8262166694, 2851, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28518,JACEK,RUSIN,901818962, 2851, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28519,OLIWIA,KRAJEWSKI,574317178, 2851, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28520,OLIWIER,MALINOWSKI,6242505270, 2851, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28521,ARTUR,UKRAIŃSKI,6573113991, 2852, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28522,BRAJAN,SŁOWAKIEWICZ,7472236473, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28523,WALDEMAR,ROSJAN,6281113836, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28524,IZABELA,TUREK,784408906, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28525,ŁUCJA,TATARZYN,6211809576, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28526,LAURA,KAŁUŻA,6151385849, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28527,WALDEMAR,GREC,744685142, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28528,MARIUSZ,TOPOLSKI,7392671029, 2852, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28529,GERARD,SŁOWAKIEWICZ,6762127485, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28530,JOLANTA,SZWARC,8681899651, 2852, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28531,GERARD,SŁOWIAKOWSKI,5953034231, 2853, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28532,PRZEMYSLAW,NOWAK,822872630, 2853, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28533,ALICJA,ŻYDEK,80121229052, 2853, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28534,ANETA,CHRUSZCZEWSKI,7182504107, 2853, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28535,JAKUB,SŁOWACKI,8762571788, 2853, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28536,DOROTA,ŻMUDA,5642302825, 2853, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28537,AGATA,DUŃCZYK,7061685053, 2853, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28538,ALEKSANDER,NIEWIADOMSKI,6122438246, 2853, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28539,BENEDYKT,TUREK,7552110851, 2853, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28540,JAROSŁAW,POLAKOWSKI,6581715677, 2853, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28541,DAMIAN,UKRAIŃSKI,7981835374, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28542,BARTOSZ,KALINOWSKI,7251799600, 2854, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28543,PIOTR,NIEDZIELSKI,75122539887, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28544,PATRYK,LANGE,721277449, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28545,DAWID,SZWAJCER,8412258940, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28546,KAROLINA,BRANDENBURGER,8762512430, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28547,DAWID,MAJEWSKI,773781464, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28548,DANUTA,WŁOCH,72101184007, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28549,MACIEJ,ŻUREK,7361762520, 2854, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28550,OLIWIA,TATARZYN,714859707, 2854, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
28551,AGATA,ZIĘBA,86112943267, 2855, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
