Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Telefon,Identyfikator kontraktu,Uprawnienia do nadzoru,Pesel
43758,KAMILA,ŻYDZIK,11.07.1968 00:00:00,871537796,1760919211,UPRAWNIONY,57030653369
43759,DOROTA,JABŁOŃSKI,30.07.1987 00:00:00,841060328,64307048,NIEUPRAWNIONY,60060945490
43760,BARTOSZ,WĘGIER,21.03.1970 00:00:00,449897858,1780157080,UPRAWNIONY,75091917972
43761,MARIUSZ,KĘDZIERSKI,28.01.1967 00:00:00,553684646,249724841,UPRAWNIONY,89062921798
43762,JANUSZ,FOGIEL,16.01.1972 00:00:00,791395295,1424210546,UPRAWNIONY,75112786639
43763,LEONARD,WĘGRZYNOWICZ,06.04.1986 00:00:00,943373850,1381517608,UPRAWNIONY,74041655390
43764,BRAJAN,TOWAREK,17.11.1962 00:00:00,817112836,822727395,NIEUPRAWNIONY,56091135246
43765,PATRYK,SIKORA,06.11.1956 00:00:00,276798006,2091837492,UPRAWNIONY,74032538939
43766,ALICJA,SASS,25.10.1990 00:00:00,190297821,676215520,NIEUPRAWNIONY,82032283180
43767,KAROL,MAZURKIEWICZ,24.03.1990 00:00:00,615264984,841555799,UPRAWNIONY,57120677432
43768,ALEKANDRA,ŻMUDA,14.03.1975 00:00:00,231522526,322290029,NIEUPRAWNIONY,88020772517
43769,JAN,PODOLAN,07.11.1957 00:00:00,364482315,1992201476,NIEUPRAWNIONY,66061511414
43770,BENEDYKT,DUDA,18.01.1968 00:00:00,590872693,843625672,NIEUPRAWNIONY,57120426448
43771,KRZYSZTOF,TATARZYN,01.03.1984 00:00:00,890338889,1191093676,UPRAWNIONY,62011845412
43772,TOMASZ,KURUC,10.08.1989 00:00:00,922962743,1779051122,NIEUPRAWNIONY,90021524772
43773,JAKUB,MADZIARA,21.04.1985 00:00:00,646477030,1448646564,UPRAWNIONY,75091464503
43774,LAURA,TOWAREK,25.01.1967 00:00:00,459883163,542573493,NIEUPRAWNIONY,85061254508
43775,JOLANTA,TOWAREK,23.08.1982 00:00:00,505440895,1354933956,UPRAWNIONY,71012748633
43776,AGATA,PODOLEC,07.02.1968 00:00:00,311487772,1782330408,UPRAWNIONY,81032526201
43777,KAMILA,ŻYDZIK,17.05.1972 00:00:00,539183642,651428669,NIEUPRAWNIONY,64012318617
43778,KAMILA,TATAREK,23.09.1987 00:00:00,534891081,1695492964,NIEUPRAWNIONY,76111355906
43779,LAURA,WESOŁOWSKI,17.05.1978 00:00:00,222853624,1535821461,UPRAWNIONY,65101625346
43780,JAKUB,KRUPA,19.08.1960 00:00:00,826208934,1419490969,NIEUPRAWNIONY,75121400797
43781,KAROLINA,KRUPA,19.08.1968 00:00:00,481097237,1579976851,NIEUPRAWNIONY,79041421723
43782,DANUTA,HALICKI,29.06.1975 00:00:00,778492316,1561663069,UPRAWNIONY,81012551119
43783,ALICJA,GOROL,24.12.1980 00:00:00,461655640,1381559570,NIEUPRAWNIONY,70022854713
43784,DOMINIK,POMORSKI,17.08.1988 00:00:00,777647381,307545515,UPRAWNIONY,80092450845
43785,MAREK,BÖHM,06.01.1972 00:00:00,389064183,1590803148,UPRAWNIONY,73012454616
43786,ŁUKASZ,MAŁECKI,04.03.1967 00:00:00,627461645,940696728,NIEUPRAWNIONY,90091211653
43787,KAMILA,WOŁYNIAK,28.11.1980 00:00:00,513973905,1948800414,UPRAWNIONY,56110183393
43788,PAWEL,SZULC,02.08.1959 00:00:00,506200730,287067671,UPRAWNIONY,84121038802
43789,GERARD,GALICKI,05.09.1958 00:00:00,626604037,1001603898,UPRAWNIONY,70091036844
43790,PAWEL,WOŁOSZEK,20.05.1971 00:00:00,251922258,1784514679,NIEUPRAWNIONY,75041476472
43791,BARBARA,CZESKI,18.04.1981 00:00:00,931179735,1919879186,UPRAWNIONY,61090231424
43792,BENEDYKT,PODOLAK,04.10.1970 00:00:00,632527038,990421857,UPRAWNIONY,65081640865
43793,DOROTA,WIECZOREK,02.01.1990 00:00:00,661127359,132255336,NIEUPRAWNIONY,55090707621
43794,MATEUSZ,RUS,20.10.1968 00:00:00,146683260,1229956288,UPRAWNIONY,61112334329
43795,JANUSZ,SZWEDEK,02.06.1955 00:00:00,214168707,2031826108,UPRAWNIONY,55042232921
43796,DOROTA,SIERADZKI,03.05.1979 00:00:00,521540079,791616696,UPRAWNIONY,76111806082
43797,IZABELA,PIĄTEK,05.09.1966 00:00:00,429790747,1445692094,NIEUPRAWNIONY,57032346030
43798,DOMINIKA,ŻYDZIK,09.08.1972 00:00:00,311035060,1107878119,UPRAWNIONY,57102035634
43799,WOJCIECH,SŁOWAK,01.06.1964 00:00:00,315791565,1203556731,NIEUPRAWNIONY,56120527854
43800,MARTYNA,BRANDENBURG,29.10.1972 00:00:00,482787163,705440221,UPRAWNIONY,90012397739
43801,JAKUB,CHRUSZCZEWSKI,22.12.1983 00:00:00,265775557,620274175,NIEUPRAWNIONY,59020345907
43802,JADWIGA,CIEŚLAK,24.06.1978 00:00:00,996807791,1917849729,UPRAWNIONY,82072249946
43803,OLIWIER,GAL,09.09.1984 00:00:00,371518509,54840385,UPRAWNIONY,55052689456
43804,DOMINIKA,KURLANDZKI,24.11.1968 00:00:00,211083728,1704752600,NIEUPRAWNIONY,68022553929
43805,MICHAŁ,ŻOCHOWSKI,19.07.1977 00:00:00,956427267,25096019,NIEUPRAWNIONY,78052617372
43806,KRYSTYNA,KURLANDT,15.05.1973 00:00:00,897303204,1389157742,NIEUPRAWNIONY,63030340213
43807,IZABELA,SUDOŁ,28.06.1967 00:00:00,853413224,381997272,NIEUPRAWNIONY,63051488368
43808,MARTA,PRUSIK,16.10.1964 00:00:00,131448265,1569931173,UPRAWNIONY,87011071166
43809,BRAJAN,NORWECKI,21.10.1981 00:00:00,127386220,1984364067,UPRAWNIONY,83110351604
43810,DOMINIK,RUS,15.07.1973 00:00:00,300689190,160422914,UPRAWNIONY,70040596817
43811,LEONARD,RUSEK,28.09.1960 00:00:00,252897139,1932643618,NIEUPRAWNIONY,77020495934
43812,MARIUSZ,SZLONZAK,09.03.1956 00:00:00,753122654,2143867290,NIEUPRAWNIONY,80102708255
43813,PATRYCJA,ROMUN,03.08.1964 00:00:00,791577540,605230031,NIEUPRAWNIONY,76020481664
43814,MARTYNA,WYRZYKOWSKI,09.01.1973 00:00:00,260665455,1860842529,NIEUPRAWNIONY,85031547492
43815,DANUTA,SZWAB,09.06.1984 00:00:00,448932688,793796834,UPRAWNIONY,72091629868
43816,LAURA,POLESZCZUK,12.10.1963 00:00:00,164010389,1604376055,UPRAWNIONY,69092399343
43817,TYTUS,PRUSEK,27.05.1969 00:00:00,664721930,2071438827,UPRAWNIONY,87080250415
43818,OLIWIA,KRAWCZYK,16.06.1981 00:00:00,636808182,1739635807,UPRAWNIONY,80020351770
43819,ROZALIA,GÓRSKI,24.10.1962 00:00:00,653216615,1615695052,UPRAWNIONY,68092437056
43820,JANUSZ,KURLANDZKI,25.04.1963 00:00:00,587965302,1932087396,NIEUPRAWNIONY,75010327503
43821,TYTUS,KWIECIEŃ,15.10.1972 00:00:00,477091491,1001770970,UPRAWNIONY,70082778320
43822,JACEK,ŻOCHOWSKI,13.10.1982 00:00:00,952587120,190151911,NIEUPRAWNIONY,89112947876
43823,PRZEMYSLAW,POLESZAK,04.12.1984 00:00:00,715825940,323635971,UPRAWNIONY,90042742912
43824,JADWIGA,CZARNECKI,04.04.1970 00:00:00,811198221,810546655,NIEUPRAWNIONY,57092169144
43825,BENEDYKT,ŻMUDZIN,03.12.1973 00:00:00,766772631,1040591334,UPRAWNIONY,65112216703
43826,PIOTR,GALICKI,15.11.1989 00:00:00,643650545,305801960,NIEUPRAWNIONY,84052267122
43827,BARBARA,BRANDENBURGER,16.09.1975 00:00:00,761429017,126864111,NIEUPRAWNIONY,65012229808
43828,JAN,ŚLONZAK,13.09.1979 00:00:00,307226359,1662221677,UPRAWNIONY,82081916688
43829,DAMIAN,JABŁOŃSKI,30.09.1955 00:00:00,483205091,1564166877,NIEUPRAWNIONY,64050561210
43830,JANUSZ,KURLANDZKI,19.04.1965 00:00:00,500280086,1524625619,NIEUPRAWNIONY,69101736906
43831,DAMIAN,KĘDZIERSKI,27.07.1967 00:00:00,576222045,2043477363,NIEUPRAWNIONY,69050845517
43832,IZABELA,RUMUŃSKI,16.09.1982 00:00:00,177592080,1249167610,NIEUPRAWNIONY,59111868907
43833,GERARD,PRUŚ,01.10.1961 00:00:00,842767166,1538870253,NIEUPRAWNIONY,57090730763
43834,TOMASZ,SŁOWIAK,16.09.1965 00:00:00,202955277,526350227,UPRAWNIONY,82062030925
43835,DANUTA,MOSKAL,26.03.1987 00:00:00,155704910,223971586,NIEUPRAWNIONY,78022263174
43836,LEONARD,POLESZAK,16.09.1978 00:00:00,614077405,1534211560,NIEUPRAWNIONY,88072918249
43837,DAMIAN,KOZŁOWSKI,16.02.1966 00:00:00,486844528,1902040834,NIEUPRAWNIONY,78081192174
43838,PIOTR,KALINOWSKI,11.01.1984 00:00:00,210422602,900817710,NIEUPRAWNIONY,65021309049
43839,OLIWIA,POLACZEK,05.01.1975 00:00:00,459083831,1730411071,UPRAWNIONY,77081128441
43840,LEONARD,RUMUN,27.08.1989 00:00:00,217160702,1678729436,UPRAWNIONY,64113095271
43841,WOJCIECH,KUMAN,09.10.1968 00:00:00,836357375,1776036840,UPRAWNIONY,77103039096
43842,PAWEL,SZWAB,10.07.1956 00:00:00,675090937,1305442256,NIEUPRAWNIONY,88112131594
43843,BENEDYKT,KRAJEWSKI,27.05.1990 00:00:00,561333952,1654855908,UPRAWNIONY,71032109370
43844,MAREK,SKIBA,19.07.1960 00:00:00,594474279,2070278870,UPRAWNIONY,65062778714
43845,KAMIL,RUMUŃSKI,21.01.1974 00:00:00,154299981,369595016,UPRAWNIONY,84063056446
43846,ŁUCJA,GÓRAL,16.08.1974 00:00:00,528082337,1372344263,UPRAWNIONY,67082001794
43847,OLIWIER,POLOK,20.06.1972 00:00:00,521980346,1449288612,UPRAWNIONY,80072987806
43848,PIOTR,WIECZOREK,09.02.1975 00:00:00,134930445,116267934,UPRAWNIONY,78111237747
43849,TYMON,RUSAK,19.11.1974 00:00:00,768390655,155006898,UPRAWNIONY,59041460657
43850,BRAJAN,RUS,20.09.1981 00:00:00,835727836,2043890536,NIEUPRAWNIONY,63073071332
43851,BARTOSZ,MORAWSKI,15.09.1976 00:00:00,776233767,273821041,NIEUPRAWNIONY,81091056093
43852,KAMILA,OLENDER,07.04.1989 00:00:00,686666091,1966595955,NIEUPRAWNIONY,85122687362
43853,JADWIGA,SZLĄZAK,05.08.1971 00:00:00,650291006,660977720,UPRAWNIONY,84110938573
43854,DAWID,KASZUB,05.06.1971 00:00:00,299636408,1403135403,UPRAWNIONY,67012427031
43855,ANETA,SAS,31.07.1974 00:00:00,230726565,1757025794,UPRAWNIONY,58121770383
43856,DANUTA,CHRUSZCZEWSKI,05.12.1982 00:00:00,634288210,1603379962,UPRAWNIONY,71033168365
43857,ALEKSANDER,PRUSKI,06.10.1958 00:00:00,950924424,1987309974,UPRAWNIONY,59121643632
43858,DOMINIKA,WOŁOCH,10.09.1964 00:00:00,271389794,147855921,UPRAWNIONY,69031033509
43859,AGATA,POLOK,19.01.1978 00:00:00,258081300,1247495208,NIEUPRAWNIONY,70112654462
43860,DANUTA,GALOCH,12.01.1955 00:00:00,753487809,816833741,UPRAWNIONY,57011137990
43861,ARTUR,WRÓBEL,14.01.1978 00:00:00,128656714,12988699,UPRAWNIONY,88080232622
43862,DANUTA,SZULC,08.04.1980 00:00:00,796193249,370082180,UPRAWNIONY,56071402025
43863,JACEK,SZWEDEK,05.11.1978 00:00:00,211872045,1345846619,NIEUPRAWNIONY,75062561082
43864,PAWEL,NOWAK,03.11.1969 00:00:00,259606375,1101451426,UPRAWNIONY,60111672529
43865,LAURA,ŻMUDA,28.02.1981 00:00:00,121118809,767777371,UPRAWNIONY,64061898299
43866,IZABELA,GÓRAL,27.11.1967 00:00:00,785166130,298004951,NIEUPRAWNIONY,56062047051
43867,ŁUKASZ,SZULC,24.10.1970 00:00:00,284651007,499382467,NIEUPRAWNIONY,64070601137
43868,BENEDYKT,ARABSKI,14.10.1970 00:00:00,692927915,1248135047,UPRAWNIONY,87060961672
43869,BARBARA,TURECKI,13.10.1956 00:00:00,645035800,744166752,NIEUPRAWNIONY,81030436949
43870,JACEK,PODOLAN,25.10.1988 00:00:00,340171221,851501395,NIEUPRAWNIONY,59022330519
43871,AGATA,WOŹNIAK,16.12.1961 00:00:00,280657556,1965023201,NIEUPRAWNIONY,61043079615
43872,MARTA,ARAB,15.06.1973 00:00:00,661373197,1310983937,UPRAWNIONY,66070648382
43873,PRZEMYSLAW,GOROL,15.08.1971 00:00:00,220637671,1313760958,NIEUPRAWNIONY,69060943950
43874,AGATA,PODGÓRSKI,17.07.1966 00:00:00,602508900,216491389,NIEUPRAWNIONY,77111571183
43875,IZABELA,POTOK,12.05.1988 00:00:00,373672199,246798305,UPRAWNIONY,89042983958
43876,WOJCIECH,BÖHM,01.06.1970 00:00:00,728439443,277845033,UPRAWNIONY,81060810066
43877,KATARZYNA,MADZIAR,29.11.1983 00:00:00,876464003,1873099856,NIEUPRAWNIONY,74011622228
43878,PAWEL,KURLANDA,23.09.1965 00:00:00,379940568,1589500228,NIEUPRAWNIONY,75120836298
43879,JAKUB,KWIATKOWSKI,06.01.1957 00:00:00,799964505,1162321783,NIEUPRAWNIONY,82120422731
43880,PRZEMYSLAW,KWIATKOWSKI,21.11.1960 00:00:00,180653607,950112835,UPRAWNIONY,57022692477
43881,IZABELA,SZKOT,18.10.1965 00:00:00,975812232,1599245635,NIEUPRAWNIONY,77040838697
43882,KAROLINA,SAS,24.11.1970 00:00:00,824979310,1301540608,NIEUPRAWNIONY,76032786084
43883,DOMINIK,LITWINIUK,07.04.1961 00:00:00,850063845,361607309,UPRAWNIONY,65082838285
43884,OLIWIER,POMORSKI,09.05.1987 00:00:00,983729389,1337019122,UPRAWNIONY,88121596316
43885,MATEUSZ,KRAJEWSKI,31.01.1970 00:00:00,218015476,1134931453,NIEUPRAWNIONY,76040506440
43886,KAROL,LEWANDOWSKI,05.03.1968 00:00:00,225018646,241480497,NIEUPRAWNIONY,60122424414
43887,DOROTA,MAZURKIEWICZ,19.06.1983 00:00:00,890777433,2112144772,UPRAWNIONY,83011966167
43888,MICHAŁ,DOBRUCKI,15.06.1979 00:00:00,131587930,1672210105,UPRAWNIONY,65110891271
43889,MICHAŁ,SŁOWACKI,08.10.1957 00:00:00,402155757,886045054,NIEUPRAWNIONY,71021614369
43890,BARTOSZ,KŁOSSOWSKI,20.05.1981 00:00:00,992415632,1535885945,NIEUPRAWNIONY,66103130600
43891,PATRYK,LITWINOWICZ,05.03.1956 00:00:00,554467996,693062986,UPRAWNIONY,62101280680
43892,KAROLINA,WRÓBEL,16.06.1986 00:00:00,615707535,2126005780,NIEUPRAWNIONY,80031451363
43893,ROZALIA,KRAJEWSKI,16.05.1955 00:00:00,849882195,1435683665,NIEUPRAWNIONY,79032895164
43894,DAMIAN,DUDEK,09.07.1969 00:00:00,708206084,63571981,NIEUPRAWNIONY,76101955426
43895,PRZEMYSLAW,WIŚNIEWSKI,29.03.1959 00:00:00,700732976,198026695,NIEUPRAWNIONY,85051737183
43896,KATARZYNA,SZWEDZKI,03.04.1982 00:00:00,836707415,174410258,NIEUPRAWNIONY,79071007752
43897,DOMINIK,TATAREK,19.06.1986 00:00:00,568495019,132703997,UPRAWNIONY,56051506406
43898,ANETA,KŁOSSOWSKI,10.03.1967 00:00:00,779807008,2002467514,UPRAWNIONY,79060760450
43899,BENEDYKT,KŁOSSOWSKI,27.11.1979 00:00:00,374367022,265736476,NIEUPRAWNIONY,70082924663
43900,DOMINIKA,PRUSEK,12.09.1986 00:00:00,884023723,1918386089,UPRAWNIONY,81030831722
43901,BRAJAN,SŁOWIAKOWSKI,26.10.1971 00:00:00,359903554,1909798419,NIEUPRAWNIONY,62101552670
43902,DOMINIK,KOZŁOWSKI,28.04.1981 00:00:00,693460618,569099238,NIEUPRAWNIONY,77080211018
43903,JACEK,WĘGRZYNOWICZ,15.06.1969 00:00:00,675256819,1450440675,NIEUPRAWNIONY,70021844332
43904,JANUSZ,NIEMIEC,01.07.1959 00:00:00,333318238,93250681,NIEUPRAWNIONY,86040306949
43905,AGATA,MOSKAL,26.05.1982 00:00:00,539944453,854082859,UPRAWNIONY,58042000196
43906,GERARD,HOFFMANN,14.09.1973 00:00:00,738215050,282215476,NIEUPRAWNIONY,81052405711
43907,JADWIGA,MORAWSKI,18.09.1974 00:00:00,334573520,734984837,UPRAWNIONY,55122995683
43908,MACIEJ,SKIBA,30.09.1978 00:00:00,995062042,951885122,UPRAWNIONY,70070762715
43909,TYTUS,KWIECIEŃ,28.12.1955 00:00:00,750487804,376700146,UPRAWNIONY,60111360161
43910,ALEKANDRA,PIĄTEK,27.01.1974 00:00:00,468390646,1383894027,UPRAWNIONY,77010539213
43911,BARBARA,ŻYDZIAK,08.04.1962 00:00:00,597988320,2016764187,UPRAWNIONY,81040620698
43912,MARIUSZ,ŚLONZAK,22.08.1965 00:00:00,524299614,162619561,NIEUPRAWNIONY,89072506380
43913,PATRYK,SIKORA,14.08.1989 00:00:00,243685392,1426994846,UPRAWNIONY,86122366494
43914,JOLANTA,HOLENDER,11.01.1982 00:00:00,353481975,843853217,UPRAWNIONY,71103100583
43915,KAMILA,CICHOCKI,01.05.1988 00:00:00,914716653,180179428,UPRAWNIONY,68112496578
43916,DOMINIK,WESOŁOWSKI,11.12.1987 00:00:00,490123687,930122151,NIEUPRAWNIONY,59022750154
43917,PRZEMYSLAW,SIKORA,04.02.1989 00:00:00,800881782,1895215089,UPRAWNIONY,80090871813
43918,JANUSZ,RUSNAK,27.09.1971 00:00:00,233912181,2025588146,UPRAWNIONY,79102763660
43919,OLIWIER,PRUSKI,21.04.1979 00:00:00,224156017,1342034386,UPRAWNIONY,58111823345
43920,ŁUCJA,CHRUSZCZEWSKI,24.08.1982 00:00:00,866775910,270926050,UPRAWNIONY,83022558855
43921,LECH,SZWEDA,07.09.1969 00:00:00,153270924,277057936,UPRAWNIONY,77101903514
43922,WERONIKA,RUSAK,03.08.1971 00:00:00,270422668,1975341921,NIEUPRAWNIONY,58020853812
43923,ROZALIA,ŻMIJEWSKI,08.05.1973 00:00:00,434642725,691030260,NIEUPRAWNIONY,70081535595
43924,PIOTR,DOBRUCKI,31.03.1966 00:00:00,295227469,1944089280,UPRAWNIONY,71060165135
43925,ALEKSANDER,NIEMIEC,24.05.1961 00:00:00,333850941,1831890786,UPRAWNIONY,88033181608
43926,JANUSZ,KAŁUŻA,27.03.1966 00:00:00,147471373,865868023,UPRAWNIONY,85122993961
43927,DOMINIK,KURLANDZKI,22.05.1961 00:00:00,485436423,637528587,UPRAWNIONY,77052659641
43928,MACIEJ,HOFFMANN,11.03.1973 00:00:00,411765314,77195882,NIEUPRAWNIONY,74030583286
43929,PRZEMYSLAW,ROSJAN,08.07.1963 00:00:00,787911097,262416988,NIEUPRAWNIONY,88111937414
43930,ALEKANDRA,SŁOWACKI,30.04.1982 00:00:00,693832022,387460580,NIEUPRAWNIONY,65121994015
43931,KAROL,WYSOCKI,30.01.1989 00:00:00,460313549,762049838,NIEUPRAWNIONY,78051328508
43932,MICHAŁ,ROMUN,04.04.1970 00:00:00,167310075,1887149530,UPRAWNIONY,70110959002
43933,WOJCIECH,MAJEWSKI,03.11.1973 00:00:00,573532845,552210917,UPRAWNIONY,63122206067
43934,ANETA,OLENDER,03.07.1958 00:00:00,249362733,1480256143,UPRAWNIONY,77072388773
43935,ŁUCJA,POLACZEK,27.01.1988 00:00:00,810617283,1510203776,UPRAWNIONY,78032200184
43936,LAURA,SŁOWAK,29.03.1989 00:00:00,253850613,855163226,NIEUPRAWNIONY,87072883517
43937,TOMASZ,SZLONZAK,03.06.1961 00:00:00,359432275,1143326217,UPRAWNIONY,85092322342
43938,IZABELA,GALOCH,23.05.1982 00:00:00,949434368,1379358148,NIEUPRAWNIONY,89092005683
43939,JOLANTA,AMSTERDAMSKI,10.12.1974 00:00:00,777794039,566941237,NIEUPRAWNIONY,55100693226
43940,PIOTR,KĘDZIERSKI,20.12.1979 00:00:00,490095518,1838619689,UPRAWNIONY,60100329494
43941,DAMIAN,DUDEK,24.12.1990 00:00:00,517689124,561450616,UPRAWNIONY,90071550434
43942,ŁUCJA,GÓRSKI,19.05.1987 00:00:00,817540409,539055926,NIEUPRAWNIONY,80060745601
43943,DONALD,KALINOWSKI,26.11.1976 00:00:00,132836636,275311443,UPRAWNIONY,77091384668
43944,ŁUCJA,BRANDENBURG,28.08.1989 00:00:00,272081600,1095956844,UPRAWNIONY,81080504524
43945,PRZEMYSLAW,ŁOTYSZ,18.03.1971 00:00:00,982838610,1256039677,UPRAWNIONY,74050736366
43946,PRZEMYSLAW,SZWEDOWSKI,28.01.1956 00:00:00,337656801,2009879629,NIEUPRAWNIONY,75040429679
43947,JANUSZ,RUSAK,17.02.1976 00:00:00,760936935,861309228,NIEUPRAWNIONY,70062613219
43948,TYTUS,KURLANDZKI,18.05.1983 00:00:00,631783464,1298766041,NIEUPRAWNIONY,85031312434
43949,ALEKSANDER,PRUSKI,19.11.1971 00:00:00,321883137,1102284259,NIEUPRAWNIONY,89062858069
43950,OLIWIER,HOFFMANN,06.08.1970 00:00:00,856378552,746090275,NIEUPRAWNIONY,74080400875
43951,JACEK,CICHOCKI,25.11.1956 00:00:00,387630141,812357798,NIEUPRAWNIONY,59060272422
43952,DANUTA,MICIUN,31.08.1973 00:00:00,287125861,422679123,NIEUPRAWNIONY,88122811454
43953,PIOTR,TOWAREK,16.07.1983 00:00:00,760105120,1402239212,NIEUPRAWNIONY,71120428671
43954,MARTYNA,ŻYDEK,28.11.1974 00:00:00,893937735,1089828842,UPRAWNIONY,87052242947
43955,DAMIAN,LITWINIUK,13.12.1957 00:00:00,823250559,1921302943,UPRAWNIONY,86041896549
43956,ARTUR,DOBRUCKI,08.12.1977 00:00:00,185253402,1493167385,UPRAWNIONY,61121217364
43957,PIOTR,ŻYDEK,12.08.1973 00:00:00,332722164,630716940,NIEUPRAWNIONY,61030113156
43958,DONALD,SZKOT,27.01.1963 00:00:00,495446852,1171635289,NIEUPRAWNIONY,84041386202
43959,LAURA,WYSOCKI,05.08.1958 00:00:00,418771975,1068369824,NIEUPRAWNIONY,88063005140
43960,KRYSTYNA,ŻYDOWICZ,20.10.1987 00:00:00,949004520,948127566,UPRAWNIONY,71060987533
43961,IZABELA,POLESKI,26.01.1971 00:00:00,476657839,711403547,NIEUPRAWNIONY,83050392363
43962,DONALD,RYBICKI,26.08.1963 00:00:00,172284384,1506403776,UPRAWNIONY,57090411402
43963,DONALD,KURLANDZKI,07.07.1979 00:00:00,987362847,1646429133,UPRAWNIONY,64062790711
43964,PAWEL,KWIECIEŃ,03.02.1963 00:00:00,232447639,1998800876,UPRAWNIONY,67091929615
43965,OLIWIER,BORKOWSKI,27.03.1959 00:00:00,468598467,1212467251,NIEUPRAWNIONY,89112114236
43966,DANUTA,WĘGIER,15.02.1985 00:00:00,556637763,327362569,UPRAWNIONY,82041985416
43967,ROZALIA,ŻOCHOWSKI,04.08.1970 00:00:00,803182155,1604496806,UPRAWNIONY,55040106896
43968,WERONIKA,DUŃCZYK,15.02.1978 00:00:00,110906597,1015211649,UPRAWNIONY,79030414102
43969,JAKUB,WYRZYKOWSKI,20.10.1984 00:00:00,410455397,1244725195,UPRAWNIONY,66030253608
43970,DONALD,GALICKI,10.01.1969 00:00:00,508069351,1706580975,NIEUPRAWNIONY,84011754771
43971,DAMIAN,WĘGIER,15.06.1981 00:00:00,765037270,1106829012,UPRAWNIONY,77080116881
43972,LECH,RUSIN,11.01.1957 00:00:00,358276694,2057543195,NIEUPRAWNIONY,62102134107
43973,BENEDYKT,SZLĄZAK,11.12.1975 00:00:00,705914667,642273798,UPRAWNIONY,89022241855
43974,ALEKSANDER,LEWICKI,31.03.1972 00:00:00,329159451,884877905,NIEUPRAWNIONY,75111523290
43975,BENEDYKT,SZWED,05.05.1958 00:00:00,339970928,758327782,UPRAWNIONY,64100381434
43976,ANETA,LAMPARSKI,12.03.1982 00:00:00,367095322,1638830513,NIEUPRAWNIONY,63012016678
43977,MACIEJ,STAWECKI,04.06.1958 00:00:00,890095327,916145994,NIEUPRAWNIONY,57041674964
43978,MATEUSZ,RUS,04.02.1966 00:00:00,307415335,717883974,NIEUPRAWNIONY,68113005475
43979,ŁUKASZ,POMORSKI,23.05.1980 00:00:00,782768497,298358710,NIEUPRAWNIONY,59102541693
43980,JOLANTA,RUS,24.07.1978 00:00:00,980456256,1351119405,UPRAWNIONY,82062432923
43981,MARIUSZ,POLACZEK,19.12.1958 00:00:00,495920459,1087419198,UPRAWNIONY,79101275790
43982,TYMON,WOŁOCH,28.08.1959 00:00:00,826086547,58425836,UPRAWNIONY,83062721611
43983,KRYSTYNA,LITWINOWICZ,17.08.1982 00:00:00,487824890,283631171,NIEUPRAWNIONY,69092573466
43984,PRZEMYSLAW,RUS,11.04.1982 00:00:00,923620856,1224252906,UPRAWNIONY,60050900160
43985,PATRYK,BÖHM,24.03.1964 00:00:00,464125922,1285774170,NIEUPRAWNIONY,74122073319
43986,KAROL,RUSAK,14.08.1960 00:00:00,369300635,45098014,UPRAWNIONY,63031223526
43987,KRZYSZTOF,ŻOCHOWSKI,03.10.1959 00:00:00,613044282,999751966,UPRAWNIONY,84100100586
43988,MACIEJ,BRANDENBURG,07.07.1979 00:00:00,752287238,1336727536,NIEUPRAWNIONY,87101163139
43989,WALDEMAR,DUDEK,18.01.1962 00:00:00,923189717,1622624962,NIEUPRAWNIONY,67031016375
43990,MAREK,SIERADZKI,05.07.1961 00:00:00,153614114,1390565524,NIEUPRAWNIONY,90112025068
43991,GERARD,FOGIEL,01.11.1990 00:00:00,857224531,1332752821,UPRAWNIONY,57071375472
43992,MARTYNA,CYGAN,10.12.1978 00:00:00,830680944,1291226506,NIEUPRAWNIONY,87102407306
43993,WALDEMAR,PODOLSKI,16.04.1990 00:00:00,726172639,57055971,NIEUPRAWNIONY,57011454092
43994,DANUTA,TOPOLSKI,12.11.1969 00:00:00,875524085,393701616,UPRAWNIONY,83121378912
43995,ARTUR,ŻYDZIAK,07.04.1985 00:00:00,233529081,365514930,NIEUPRAWNIONY,61031426283
43996,ŁUCJA,LEWANDOWSKI,15.06.1962 00:00:00,659448572,961517622,UPRAWNIONY,65092831976
43997,DAMIAN,SŁOWAKIEWICZ,14.05.1961 00:00:00,773294052,1415944329,NIEUPRAWNIONY,67121694535
43998,PATRYCJA,KACZMAREK,02.01.1958 00:00:00,600707533,92145480,UPRAWNIONY,61061765439
43999,JAKUB,STAWECKI,28.05.1987 00:00:00,651604108,1514517916,NIEUPRAWNIONY,71052888402
44000,JAROSŁAW,SZULC,22.12.1987 00:00:00,639906873,1697175937,NIEUPRAWNIONY,74102096257
44001,MARTA,WIŚNIEWSKI,13.09.1955 00:00:00,203454704,639521976,UPRAWNIONY,79101377894
44002,KAMIL,KĘDZIERSKI,16.03.1959 00:00:00,169668821,1482286183,NIEUPRAWNIONY,84113061031
44003,PATRYK,SZWAB,20.02.1970 00:00:00,625596030,1373753222,NIEUPRAWNIONY,83072768105
44004,KRYSTYNA,PODOLEC,01.05.1974 00:00:00,933583630,474197640,NIEUPRAWNIONY,55081042117
44005,BENEDYKT,LITWINOWICZ,23.06.1976 00:00:00,873770593,793374401,UPRAWNIONY,87082663697
44006,JANUSZ,KRAJEWSKI,04.05.1979 00:00:00,716592765,1941335597,NIEUPRAWNIONY,83122068265
